id,prog_name,source,covered_drugs.name,covered_drugs.generic,standerdised_drug,standerdised_program
683eab51c1adc57577caa652,Asthma,accessia,ZCORT 7-Day,,,
683eab51c1adc57577caa652,Asthma,accessia,dexAMETHasone,LA,,
683eab51c1adc57577caa652,Asthma,accessia,dexAMETHasone Acetate,,,
683eab51c1adc57577caa652,Asthma,accessia,Active Injection D,,,
683eab51c1adc57577caa652,Asthma,accessia,Dexameth Sod Phos,PF,,
683eab51c1adc57577caa652,Asthma,accessia,dexAMETHasone Sod Phos,PF,,
683eab51c1adc57577caa652,Asthma,accessia,dexAMETHasone Sod Phos +RFID,,,
683eab51c1adc57577caa652,Asthma,accessia,dexAMETHasone Sod Phosphate PF,,,
683eab51c1adc57577caa652,Asthma,accessia,dexAMETHasone Sodium Phosphate,,,
683eab51c1adc57577caa652,Asthma,accessia,Dexonto 0.4%,,,
683eab51c1adc57577caa652,Asthma,accessia,DoubleDex,,,
683eab51c1adc57577caa652,Asthma,accessia,MAS Care-Pak,,,
683eab51c1adc57577caa652,Asthma,accessia,ReadySharp dexAMETHasone,,,
683eab51c1adc57577caa652,Asthma,accessia,TopiDex,,,
683eab51c1adc57577caa652,Asthma,accessia,Alkindi Sprinkle,,,
683eab51c1adc57577caa652,Asthma,accessia,Cortef,,,
683eab51c1adc57577caa652,Asthma,accessia,Hydrocortisone,,,
683eab51c1adc57577caa652,Asthma,accessia,Khindivi,,,
683eab51c1adc57577caa652,Asthma,accessia,Hydrocortisone Sod Suc,PF,,
683eab51c1adc57577caa652,Asthma,accessia,Solu-CORTEF,,,
683eab51c1adc57577caa652,Asthma,accessia,Medrol,,,
683eab51c1adc57577caa652,Asthma,accessia,methylPREDNISolone,,,
683eab51c1adc57577caa652,Asthma,accessia,DEPO-Medrol,,,
683eab51c1adc57577caa652,Asthma,accessia,methylPREDNISolone Acetate,,,
683eab51c1adc57577caa652,Asthma,accessia,methylPREDNISolone Na Suc,PF,,
683eab51c1adc57577caa652,Asthma,accessia,methylPREDNISolone Sodium Succ,,,
683eab51c1adc57577caa652,Asthma,accessia,SOLU-Medrol,PF,,
683eab51c1adc57577caa652,Asthma,accessia,SOLU-Medrol,,,
683eab51c1adc57577caa652,Asthma,accessia,Millipred,,,
683eab51c1adc57577caa652,Asthma,accessia,prednisoLONE Anhydrous,,,
683eab51c1adc57577caa652,Asthma,accessia,prednisoLONE,,,
683eab51c1adc57577caa652,Asthma,accessia,prednisoLONE Acetate,,,
683eab51c1adc57577caa652,Asthma,accessia,Orapred ODT,,,
683eab51c1adc57577caa652,Asthma,accessia,Pediapred,,,
683eab51c1adc57577caa652,Asthma,accessia,prednisoLONE Sodium Phosphate,,,
683eab51c1adc57577caa652,Asthma,accessia,predniSONE Intensol,,,
683eab51c1adc57577caa652,Asthma,accessia,predniSONE,,,
683eab51c1adc57577caa652,Asthma,accessia,Rayos,,,
683eab51c1adc57577caa652,Asthma,accessia,Kenalog-10,,,
683eab51c1adc57577caa652,Asthma,accessia,Kenalog-40,,,
683eab51c1adc57577caa652,Asthma,accessia,Kenalog-80,,,
683eab51c1adc57577caa652,Asthma,accessia,P-Care K40,,,
683eab51c1adc57577caa652,Asthma,accessia,P-Care K80,,,
683eab51c1adc57577caa652,Asthma,accessia,Pod-Care 100K,,,
683eab51c1adc57577caa652,Asthma,accessia,Pro-C-Dure 5,,,
683eab51c1adc57577caa652,Asthma,accessia,Pro-C-Dure 6,,,
683eab51c1adc57577caa652,Asthma,accessia,Triamcinolone Acetonide,,,
683eab51c1adc57577caa652,Asthma,accessia,Zilretta,,,
683eab51c1adc57577caa652,Asthma,accessia,Triamcinolone Diacetate,,,
683eab51c1adc57577caa652,Asthma,accessia,Beta 1 Kit,,,
683eab51c1adc57577caa652,Asthma,accessia,Betamethasone Combo,,,
683eab51c1adc57577caa652,Asthma,accessia,Betamethasone Sod Phos & Acet,,,
683eab51c1adc57577caa652,Asthma,accessia,BSP 0820,,,
683eab51c1adc57577caa652,Asthma,accessia,Celestone Soluspan,,,
683eab51c1adc57577caa652,Asthma,accessia,Pod-Care 100C,,,
683eab51c1adc57577caa652,Asthma,accessia,ReadySharp Betamethasone,,,
683eab51c1adc57577caa652,Asthma,accessia,Akovaz,,,
683eab51c1adc57577caa652,Asthma,accessia,Emerphed,,,
683eab51c1adc57577caa652,Asthma,accessia,ePHEDrine Sulfate,Pressors,,
683eab51c1adc57577caa652,Asthma,accessia,EPINEPHrine PF,,,
683eab51c1adc57577caa652,Asthma,accessia,EPINEPHrine,,,
683eab51c1adc57577caa652,Asthma,accessia,Acetylcysteine,,,
683eab51c1adc57577caa652,Asthma,accessia,N-Acetyl-L-Cysteine,,,
683eab51c1adc57577caa652,Asthma,accessia,Bronchial Asthma Relief,,,
683eab51c1adc57577caa652,Asthma,accessia,Bronkaid,,,
683eab51c1adc57577caa652,Asthma,accessia,ePHEDrine-guaiFENesin,,,
683eab51c1adc57577caa652,Asthma,accessia,Primatene Asthma,,,
683eab51c1adc57577caa652,Asthma,accessia,SB Bronchial,,,
683eab51c1adc57577caa652,Asthma,accessia,Spiriva HandiHaler,,,
683eab51c1adc57577caa652,Asthma,accessia,Spiriva Respimat,,,
683eab51c1adc57577caa652,Asthma,accessia,Tiotropium Bromide Monohydrate,,,
683eab51c1adc57577caa652,Asthma,accessia,Cromolyn Sodium,,,
683eab51c1adc57577caa652,Asthma,accessia,Albuterol Sulfate ER,,,
683eab51c1adc57577caa652,Asthma,accessia,Albuterol Sulfate HFA,,,
683eab51c1adc57577caa652,Asthma,accessia,Albuterol Sulfate,,,
683eab51c1adc57577caa652,Asthma,accessia,ProAir HFA,,,
683eab51c1adc57577caa652,Asthma,accessia,ProAir RespiClick,,,
683eab51c1adc57577caa652,Asthma,accessia,Proventil HFA,,,
683eab51c1adc57577caa652,Asthma,accessia,Ventolin HFA,,,
683eab51c1adc57577caa652,Asthma,accessia,Albuterol Sulfate,sensor,,
683eab51c1adc57577caa652,Asthma,accessia,ProAir Digihaler,,,
683eab51c1adc57577caa652,Asthma,accessia,Formoterol Fumarate,,,
683eab51c1adc57577caa652,Asthma,accessia,Perforomist,,,
683eab51c1adc57577caa652,Asthma,accessia,Metaproterenol Sulfate,,,
683eab51c1adc57577caa652,Asthma,accessia,Salmeterol Xinafoate,,,
683eab51c1adc57577caa652,Asthma,accessia,Serevent Diskus,,,
683eab51c1adc57577caa652,Asthma,accessia,Asthma Relief,,,
683eab51c1adc57577caa652,Asthma,accessia,ePHEDrine HCl,,,
683eab51c1adc57577caa652,Asthma,accessia,Primatene,,,
683eab51c1adc57577caa652,Asthma,accessia,Asthma Relief,,,
683eab51c1adc57577caa652,Asthma,accessia,Bronkaid Max,,,
683eab51c1adc57577caa652,Asthma,accessia,CVS Asthma Relief,,,
683eab51c1adc57577caa652,Asthma,accessia,ePHEDrine Sulfate,,,
683eab51c1adc57577caa652,Asthma,accessia,EPINEPHrine,,,
683eab51c1adc57577caa652,Asthma,accessia,Primatene Mist,,,
683eab51c1adc57577caa652,Asthma,accessia,Asthmanefrin Refill,,,
683eab51c1adc57577caa652,Asthma,accessia,Racepinephrine HCl,,,
683eab51c1adc57577caa652,Asthma,accessia,S2,Racepinephrine,,
683eab51c1adc57577caa652,Asthma,accessia,Breyna,,,
683eab51c1adc57577caa652,Asthma,accessia,Budesonide-Formoterol Fumarate,,,
683eab51c1adc57577caa652,Asthma,accessia,Symbicort,,,
683eab51c1adc57577caa652,Asthma,accessia,Advair Diskus,,,
683eab51c1adc57577caa652,Asthma,accessia,Advair HFA,,,
683eab51c1adc57577caa652,Asthma,accessia,AirDuo RespiClick 113/14,,,
683eab51c1adc57577caa652,Asthma,accessia,AirDuo RespiClick 232/14,,,
683eab51c1adc57577caa652,Asthma,accessia,AirDuo RespiClick 55/14,,,
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone-Salmeterol,,,
683eab51c1adc57577caa652,Asthma,accessia,Wixela Inhub,,,
683eab51c1adc57577caa652,Asthma,accessia,AirDuo Digihaler,,,
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone-Salmeterol,sensor,,
683eab51c1adc57577caa652,Asthma,accessia,Breo Ellipta,,,
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Furoate-Vilanterol,,,
683eab51c1adc57577caa652,Asthma,accessia,Dulera,,,
683eab51c1adc57577caa652,Asthma,accessia,Mometasone Furo-Formoterol Fum,,,
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone-Umeclidin-Vilant,,,
683eab51c1adc57577caa652,Asthma,accessia,Trelegy Ellipta,,,
683eab51c1adc57577caa652,Asthma,accessia,Aminophylline Anhydrous,,,
683eab51c1adc57577caa652,Asthma,accessia,Aminophylline,,,
683eab51c1adc57577caa652,Asthma,accessia,Theophylline-Ethylenediamine,,,
683eab51c1adc57577caa652,Asthma,accessia,Elixophyllin,,,
683eab51c1adc57577caa652,Asthma,accessia,Theo-24,,,
683eab51c1adc57577caa652,Asthma,accessia,Theophylline ER,,,
683eab51c1adc57577caa652,Asthma,accessia,Theophylline,,,
683eab51c1adc57577caa652,Asthma,accessia,Beclomethasone Diprop HFA,,,
683eab51c1adc57577caa652,Asthma,accessia,Qvar RediHaler,,,
683eab51c1adc57577caa652,Asthma,accessia,Budesonide,,,
683eab51c1adc57577caa652,Asthma,accessia,Pulmicort Flexhaler,,,
683eab51c1adc57577caa652,Asthma,accessia,Pulmicort,,,
683eab51c1adc57577caa652,Asthma,accessia,Alvesco,,,
683eab51c1adc57577caa652,Asthma,accessia,Ciclesonide,,,
683eab51c1adc57577caa652,Asthma,accessia,Flunisolide,,,
683eab51c1adc57577caa652,Asthma,accessia,Arnuity Ellipta,,,
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Furoate,,,
683eab51c1adc57577caa652,Asthma,accessia,Flovent Diskus,,,
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Propionate,Inhal,,
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Propionate Diskus,,,
683eab51c1adc57577caa652,Asthma,accessia,ArmonAir Digihaler,,,
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Propionate,sensor,,
683eab51c1adc57577caa652,Asthma,accessia,Flovent HFA,,,
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Propionate HFA,,,
683eab51c1adc57577caa652,Asthma,accessia,Asmanex,120 Metered Doses,,
683eab51c1adc57577caa652,Asthma,accessia,Asmanex,14 Metered Doses,,
683eab51c1adc57577caa652,Asthma,accessia,Asmanex,30 Metered Doses,,
683eab51c1adc57577caa652,Asthma,accessia,Asmanex,60 Metered Doses,,
683eab51c1adc57577caa652,Asthma,accessia,Asmanex,7 Metered Doses,,
683eab51c1adc57577caa652,Asthma,accessia,Asmanex HFA,,,
683eab51c1adc57577caa652,Asthma,accessia,Mometasone Furoate,,,
683eab51c1adc57577caa652,Asthma,accessia,Zileuton ER,,,
683eab51c1adc57577caa652,Asthma,accessia,Zileuton,,,
683eab51c1adc57577caa652,Asthma,accessia,Zyflo,,,
683eab51c1adc57577caa652,Asthma,accessia,Montelukast Sodium,,,
683eab51c1adc57577caa652,Asthma,accessia,Singulair,,,
683eab51c1adc57577caa652,Asthma,accessia,Accolate,,,
683eab51c1adc57577caa652,Asthma,accessia,Zafirlukast,,,
683eab51c1adc57577caa652,Asthma,accessia,Omalizumab,,,
683eab51c1adc57577caa652,Asthma,accessia,Xolair,,,
683eab51c1adc57577caa652,Asthma,accessia,Benralizumab,,,
683eab51c1adc57577caa652,Asthma,accessia,Fasenra Pen,,,
683eab51c1adc57577caa652,Asthma,accessia,Fasenra,,,
683eab51c1adc57577caa652,Asthma,accessia,Mepolizumab,,,
683eab51c1adc57577caa652,Asthma,accessia,Nucala,,,
683eab51c1adc57577caa652,Asthma,accessia,Cinqair,,,
683eab51c1adc57577caa652,Asthma,accessia,Reslizumab,,,
683eab51c1adc57577caa652,Asthma,accessia,Tezepelumab-ekko,,,
683eab51c1adc57577caa652,Asthma,accessia,Tezspire,,,
683eab51c1adc57577caa652,Asthma,accessia,Dupilumab,,,
683eab51c1adc57577caa652,Asthma,accessia,Dupixent,,,
683eab51c1adc57577caa652,Asthma,accessia,Airsupra,,,
683eab51c1adc57577caa652,Asthma,accessia,Albuterol-Budesonide,,,
683eab51c1adc57577caa653,Asthma,accessia,Cortisone Acetate,,,
683eab51c1adc57577caa653,Asthma,accessia,Decadron,,,
683eab51c1adc57577caa653,Asthma,accessia,Dexabliss,,,
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Intensol,,,
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone,,,
683eab51c1adc57577caa653,Asthma,accessia,Dxevo 11-Day,,,
683eab51c1adc57577caa653,Asthma,accessia,Hemady,,,
683eab51c1adc57577caa653,Asthma,accessia,HiDex 6-Day,,,
683eab51c1adc57577caa653,Asthma,accessia,TaperDex 12-Day,,,
683eab51c1adc57577caa653,Asthma,accessia,TaperDex 6-Day,,,
683eab51c1adc57577caa653,Asthma,accessia,TaperDex 7-Day,,,
683eab51c1adc57577caa653,Asthma,accessia,ZCORT 7-Day,,,
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone,LA,,
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Acetate,,,
683eab51c1adc57577caa653,Asthma,accessia,Active Injection D,,,
683eab51c1adc57577caa653,Asthma,accessia,Dexameth Sod Phos,PF,,
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Sod Phos,PF,,
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Sod Phos +RFID,,,
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Sod Phosphate PF,,,
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Sodium Phosphate,,,
683eab51c1adc57577caa653,Asthma,accessia,Dexonto 0.4%,,,
683eab51c1adc57577caa653,Asthma,accessia,DoubleDex,,,
683eab51c1adc57577caa653,Asthma,accessia,MAS Care-Pak,,,
683eab51c1adc57577caa653,Asthma,accessia,ReadySharp dexAMETHasone,,,
683eab51c1adc57577caa653,Asthma,accessia,TopiDex,,,
683eab51c1adc57577caa653,Asthma,accessia,Alkindi Sprinkle,,,
683eab51c1adc57577caa653,Asthma,accessia,Cortef,,,
683eab51c1adc57577caa653,Asthma,accessia,Hydrocortisone,,,
683eab51c1adc57577caa653,Asthma,accessia,Khindivi,,,
683eab51c1adc57577caa653,Asthma,accessia,Hydrocortisone Sod Suc,PF,,
683eab51c1adc57577caa653,Asthma,accessia,Solu-CORTEF,,,
683eab51c1adc57577caa653,Asthma,accessia,Medrol,,,
683eab51c1adc57577caa653,Asthma,accessia,methylPREDNISolone,,,
683eab51c1adc57577caa653,Asthma,accessia,DEPO-Medrol,,,
683eab51c1adc57577caa653,Asthma,accessia,methylPREDNISolone Acetate,,,
683eab51c1adc57577caa653,Asthma,accessia,methylPREDNISolone Na Suc,PF,,
683eab51c1adc57577caa653,Asthma,accessia,methylPREDNISolone Sodium Succ,,,
683eab51c1adc57577caa653,Asthma,accessia,SOLU-Medrol,PF,,
683eab51c1adc57577caa653,Asthma,accessia,SOLU-Medrol,,,
683eab51c1adc57577caa653,Asthma,accessia,Millipred,,,
683eab51c1adc57577caa653,Asthma,accessia,prednisoLONE Anhydrous,,,
683eab51c1adc57577caa653,Asthma,accessia,prednisoLONE,,,
683eab51c1adc57577caa653,Asthma,accessia,prednisoLONE Acetate,,,
683eab51c1adc57577caa653,Asthma,accessia,Orapred ODT,,,
683eab51c1adc57577caa653,Asthma,accessia,Pediapred,,,
683eab51c1adc57577caa653,Asthma,accessia,prednisoLONE Sodium Phosphate,,,
683eab51c1adc57577caa653,Asthma,accessia,predniSONE Intensol,,,
683eab51c1adc57577caa653,Asthma,accessia,predniSONE,,,
683eab51c1adc57577caa653,Asthma,accessia,Rayos,,,
683eab51c1adc57577caa653,Asthma,accessia,Kenalog-10,,,
683eab51c1adc57577caa653,Asthma,accessia,Kenalog-40,,,
683eab51c1adc57577caa653,Asthma,accessia,Kenalog-80,,,
683eab51c1adc57577caa653,Asthma,accessia,P-Care K40,,,
683eab51c1adc57577caa653,Asthma,accessia,P-Care K80,,,
683eab51c1adc57577caa653,Asthma,accessia,Pod-Care 100K,,,
683eab51c1adc57577caa653,Asthma,accessia,Pro-C-Dure 5,,,
683eab51c1adc57577caa653,Asthma,accessia,Pro-C-Dure 6,,,
683eab51c1adc57577caa653,Asthma,accessia,Triamcinolone Acetonide,,,
683eab51c1adc57577caa653,Asthma,accessia,Zilretta,,,
683eab51c1adc57577caa653,Asthma,accessia,Triamcinolone Diacetate,,,
683eab51c1adc57577caa653,Asthma,accessia,Beta 1 Kit,,,
683eab51c1adc57577caa653,Asthma,accessia,Betamethasone Combo,,,
683eab51c1adc57577caa653,Asthma,accessia,Betamethasone Sod Phos & Acet,,,
683eab51c1adc57577caa653,Asthma,accessia,BSP 0820,,,
683eab51c1adc57577caa653,Asthma,accessia,Celestone Soluspan,,,
683eab51c1adc57577caa653,Asthma,accessia,Pod-Care 100C,,,
683eab51c1adc57577caa653,Asthma,accessia,ReadySharp Betamethasone,,,
683eab51c1adc57577caa653,Asthma,accessia,Akovaz,,,
683eab51c1adc57577caa653,Asthma,accessia,Emerphed,,,
683eab51c1adc57577caa653,Asthma,accessia,ePHEDrine Sulfate,Pressors,,
683eab51c1adc57577caa653,Asthma,accessia,EPINEPHrine PF,,,
683eab51c1adc57577caa653,Asthma,accessia,EPINEPHrine,,,
683eab51c1adc57577caa653,Asthma,accessia,Acetylcysteine,,,
683eab51c1adc57577caa653,Asthma,accessia,N-Acetyl-L-Cysteine,,,
683eab51c1adc57577caa653,Asthma,accessia,Bronchial Asthma Relief,,,
683eab51c1adc57577caa653,Asthma,accessia,Bronkaid,,,
683eab51c1adc57577caa653,Asthma,accessia,ePHEDrine-guaiFENesin,,,
683eab51c1adc57577caa653,Asthma,accessia,Primatene Asthma,,,
683eab51c1adc57577caa653,Asthma,accessia,SB Bronchial,,,
683eab51c1adc57577caa653,Asthma,accessia,Spiriva HandiHaler,,,
683eab51c1adc57577caa653,Asthma,accessia,Spiriva Respimat,,,
683eab51c1adc57577caa653,Asthma,accessia,Tiotropium Bromide Monohydrate,,,
683eab51c1adc57577caa653,Asthma,accessia,Cromolyn Sodium,,,
683eab51c1adc57577caa653,Asthma,accessia,Albuterol Sulfate ER,,,
683eab51c1adc57577caa653,Asthma,accessia,Albuterol Sulfate HFA,,,
683eab51c1adc57577caa653,Asthma,accessia,Albuterol Sulfate,,,
683eab51c1adc57577caa653,Asthma,accessia,ProAir HFA,,,
683eab51c1adc57577caa653,Asthma,accessia,ProAir RespiClick,,,
683eab51c1adc57577caa653,Asthma,accessia,Proventil HFA,,,
683eab51c1adc57577caa653,Asthma,accessia,Ventolin HFA,,,
683eab51c1adc57577caa653,Asthma,accessia,Albuterol Sulfate,sensor,,
683eab51c1adc57577caa653,Asthma,accessia,ProAir Digihaler,,,
683eab51c1adc57577caa653,Asthma,accessia,Formoterol Fumarate,,,
683eab51c1adc57577caa653,Asthma,accessia,Perforomist,,,
683eab51c1adc57577caa653,Asthma,accessia,Metaproterenol Sulfate,,,
683eab51c1adc57577caa653,Asthma,accessia,Salmeterol Xinafoate,,,
683eab51c1adc57577caa653,Asthma,accessia,Serevent Diskus,,,
683eab51c1adc57577caa653,Asthma,accessia,Asthma Relief,,,
683eab51c1adc57577caa653,Asthma,accessia,ePHEDrine HCl,,,
683eab51c1adc57577caa653,Asthma,accessia,Primatene,,,
683eab51c1adc57577caa653,Asthma,accessia,Asthma Relief,,,
683eab51c1adc57577caa653,Asthma,accessia,Bronkaid Max,,,
683eab51c1adc57577caa653,Asthma,accessia,CVS Asthma Relief,,,
683eab51c1adc57577caa653,Asthma,accessia,ePHEDrine Sulfate,,,
683eab51c1adc57577caa653,Asthma,accessia,EPINEPHrine,,,
683eab51c1adc57577caa653,Asthma,accessia,Primatene Mist,,,
683eab51c1adc57577caa653,Asthma,accessia,Asthmanefrin Refill,,,
683eab51c1adc57577caa653,Asthma,accessia,Racepinephrine HCl,,,
683eab51c1adc57577caa653,Asthma,accessia,S2,Racepinephrine,,
683eab51c1adc57577caa653,Asthma,accessia,Breyna,,,
683eab51c1adc57577caa653,Asthma,accessia,Budesonide-Formoterol Fumarate,,,
683eab51c1adc57577caa653,Asthma,accessia,Symbicort,,,
683eab51c1adc57577caa653,Asthma,accessia,Advair Diskus,,,
683eab51c1adc57577caa653,Asthma,accessia,Advair HFA,,,
683eab51c1adc57577caa653,Asthma,accessia,AirDuo RespiClick 113/14,,,
683eab51c1adc57577caa653,Asthma,accessia,AirDuo RespiClick 232/14,,,
683eab51c1adc57577caa653,Asthma,accessia,AirDuo RespiClick 55/14,,,
683eab51c1adc57577caa653,Asthma,accessia,Fluticasone-Salmeterol,,,
683eab51c1adc57577caa653,Asthma,accessia,Wixela Inhub,,,
683eab51c1adc57577caa653,Asthma,accessia,AirDuo Digihaler,,,
683eab51c1adc57577caa653,Asthma,accessia,Fluticasone-Salmeterol,sensor,,
683eab51c1adc57577caa653,Asthma,accessia,Breo Ellipta,,,
683eab51c1adc57577caa653,Asthma,accessia,Fluticasone Furoate-Vilanterol,,,
683eab51c1adc57577caa653,Asthma,accessia,Dulera,,,
683eab51c1adc57577caa653,Asthma,accessia,Mometasone Furo-Formoterol Fum,,,
683eab51c1adc57577caa653,Asthma,accessia,Fluticasone-Umeclidin-Vilant,,,
683eab51c1adc57577caa653,Asthma,accessia,Trelegy Ellipta,,,
683eab51c1adc57577caa653,Asthma,accessia,Aminophylline Anhydrous,,,
683eab51c1adc57577caa653,Asthma,accessia,Aminophylline,,,
683eab51c1adc57577caa653,Asthma,accessia,Theophylline-Ethylenediamine,,,
683eab51c1adc57577caa653,Asthma,accessia,Elixophyllin,,,
683eab51c1adc57577caa653,Asthma,accessia,Theo-24,,,
683eab51c1adc57577caa653,Asthma,accessia,Theophylline ER,,,
683eab51c1adc57577caa653,Asthma,accessia,Theophylline,,,
683eab51c1adc57577caa653,Asthma,accessia,Beclomethasone Diprop HFA,,,
683eab51c1adc57577caa653,Asthma,accessia,Qvar RediHaler,,,
683eab51c1adc57577caa653,Asthma,accessia,Budesonide,,,
683eab51c1adc57577caa653,Asthma,accessia,Pulmicort Flexhaler,,,
683eab51c1adc57577caa653,Asthma,accessia,Pulmicort,,,
683eab51c1adc57577caa653,Asthma,accessia,Alvesco,,,
683eab51c1adc57577caa653,Asthma,accessia,Ciclesonide,,,
683eab51c1adc57577caa653,Asthma,accessia,Flunisolide,,,
683eab51c1adc57577caa653,Asthma,accessia,Arnuity Ellipta,,,
683eab51c1adc57577caa653,Asthma,accessia,Fluticasone Furoate,,,
683eab51c1adc57577caa653,Asthma,accessia,Flovent Diskus,,,
683eab51c1adc57577caa653,Asthma,accessia,Fluticasone Propionate,Inhal,,
683eab51c1adc57577caa653,Asthma,accessia,Fluticasone Propionate Diskus,,,
683eab51c1adc57577caa653,Asthma,accessia,ArmonAir Digihaler,,,
683eab51c1adc57577caa653,Asthma,accessia,Fluticasone Propionate,sensor,,
683eab51c1adc57577caa653,Asthma,accessia,Flovent HFA,,,
683eab51c1adc57577caa653,Asthma,accessia,Fluticasone Propionate HFA,,,
683eab51c1adc57577caa653,Asthma,accessia,Asmanex,120 Metered Doses,,
683eab51c1adc57577caa653,Asthma,accessia,Asmanex,14 Metered Doses,,
683eab51c1adc57577caa653,Asthma,accessia,Asmanex,30 Metered Doses,,
683eab51c1adc57577caa653,Asthma,accessia,Asmanex,60 Metered Doses,,
683eab51c1adc57577caa653,Asthma,accessia,Asmanex,7 Metered Doses,,
683eab51c1adc57577caa653,Asthma,accessia,Asmanex HFA,,,
683eab51c1adc57577caa653,Asthma,accessia,Mometasone Furoate,,,
683eab51c1adc57577caa653,Asthma,accessia,Zileuton ER,,,
683eab51c1adc57577caa653,Asthma,accessia,Zileuton,,,
683eab51c1adc57577caa653,Asthma,accessia,Zyflo,,,
683eab51c1adc57577caa653,Asthma,accessia,Montelukast Sodium,,,
683eab51c1adc57577caa653,Asthma,accessia,Singulair,,,
683eab51c1adc57577caa653,Asthma,accessia,Accolate,,,
683eab51c1adc57577caa653,Asthma,accessia,Zafirlukast,,,
683eab51c1adc57577caa653,Asthma,accessia,Omalizumab,,,
683eab51c1adc57577caa653,Asthma,accessia,Xolair,,,
683eab51c1adc57577caa653,Asthma,accessia,Benralizumab,,,
683eab51c1adc57577caa653,Asthma,accessia,Fasenra Pen,,,
683eab51c1adc57577caa653,Asthma,accessia,Fasenra,,,
683eab51c1adc57577caa653,Asthma,accessia,Mepolizumab,,,
683eab51c1adc57577caa653,Asthma,accessia,Nucala,,,
683eab51c1adc57577caa653,Asthma,accessia,Cinqair,,,
683eab51c1adc57577caa653,Asthma,accessia,Reslizumab,,,
683eab51c1adc57577caa653,Asthma,accessia,Tezepelumab-ekko,,,
683eab51c1adc57577caa653,Asthma,accessia,Tezspire,,,
683eab51c1adc57577caa653,Asthma,accessia,Dupilumab,,,
683eab51c1adc57577caa653,Asthma,accessia,Dupixent,,,
683eab51c1adc57577caa653,Asthma,accessia,Airsupra,,,
683eab51c1adc57577caa653,Asthma,accessia,Albuterol-Budesonide,,,
683eab51c1adc57577caa654,Autoimmune Disorders Fund,accessia,,,,
683eab51c1adc57577caa655,B,accessia,,,,
683eab51c1adc57577caa656,Basal and Squamous Cell Skin Cancer Fund,accessia,,,,
683eab51c1adc57577caa657,Batten Disease Fund,accessia,,,,
683eab51c1adc57577caa658,Behavioral Health Fund,accessia,,,,
683eab51c1adc57577caa659,Beta Thalassemia Fund,accessia,,,,
683eab51c1adc57577caa65a,Bone Sarcomas Fund,accessia,,,,
683eab51c1adc57577caa65b,Breast Cancer Fund,accessia,,,,
