id,prog_name,source,covered_drugs.name,covered_drugs.generic,standerdised_drug,standerdised_program
683eab51c1adc57577caa652,Asthma,accessia,Kenalog-40,,Kenalog 40,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Kenalog-80,,Kenalog 80,Asthma
683eab51c1adc57577caa652,Asthma,accessia,P-Care K40,,P Care K40,Asthma
683eab51c1adc57577caa652,Asthma,accessia,P-Care K80,,P Care K80,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Pod-Care 100K,,Pod Care 100K,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Pro-C-Dure 5,,Pro C Dure 5,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Pro-C-Dure 6,,Pro C Dure 6,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Triamcinolone Acetonide,,Triamcinolone Acetonide,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Zilretta,,Zilretta,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Triamcinolone Diacetate,,Triamcinolone Diacetate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Beta 1 Kit,,Beta 1 Kit,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Betamethasone Combo,,Betamethasone Combo,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Betamethasone Sod Phos & Acet,,Betamethasone Sod Phos & Acet,Asthma
683eab51c1adc57577caa652,Asthma,accessia,BSP 0820,,Bsp 0820,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Celestone Soluspan,,Celestone Soluspan,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Pod-Care 100C,,Pod Care 100C,Asthma
683eab51c1adc57577caa652,Asthma,accessia,ReadySharp Betamethasone,,Readysharp Betamethasone,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Akovaz,,Akovaz,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Emerphed,,Emerphed,Asthma
683eab51c1adc57577caa652,Asthma,accessia,ePHEDrine Sulfate,Pressors,Ephedrine Sulfate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,EPINEPHrine PF,,Epinephrine Pf,Asthma
683eab51c1adc57577caa652,Asthma,accessia,EPINEPHrine,,Epinephrine,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Acetylcysteine,,Acetylcysteine,Asthma
683eab51c1adc57577caa652,Asthma,accessia,N-Acetyl-L-Cysteine,,N Acetyl L Cysteine,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Bronchial Asthma Relief,,Bronchial Asthma Relief,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Bronkaid,,Bronkaid,Asthma
683eab51c1adc57577caa652,Asthma,accessia,ePHEDrine-guaiFENesin,,Ephedrine Guaifenesin,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Primatene Asthma,,Primatene Asthma,Asthma
683eab51c1adc57577caa652,Asthma,accessia,SB Bronchial,,Sb Bronchial,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Spiriva HandiHaler,,Spiriva Handihaler,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Spiriva Respimat,,Spiriva Respimat,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Tiotropium Bromide Monohydrate,,Tiotropium Bromide Monohydrate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Cromolyn Sodium,,Cromolyn Sodium,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Albuterol Sulfate ER,,Albuterol Sulfate Er,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Albuterol Sulfate HFA,,Albuterol Sulfate Hfa,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Albuterol Sulfate,,Albuterol Sulfate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,ProAir HFA,,Proair Hfa,Asthma
683eab51c1adc57577caa652,Asthma,accessia,ProAir RespiClick,,Proair Respiclick,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Proventil HFA,,Proventil Hfa,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Ventolin HFA,,Ventolin Hfa,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Albuterol Sulfate,sensor,Albuterol Sulfate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,ProAir Digihaler,,Proair Digihaler,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Formoterol Fumarate,,Formoterol Fumarate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Perforomist,,Perforomist,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Metaproterenol Sulfate,,Metaproterenol Sulfate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Salmeterol Xinafoate,,Salmeterol Xinafoate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Serevent Diskus,,Serevent Diskus,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Asthma Relief,,Asthma Relief,Asthma
683eab51c1adc57577caa652,Asthma,accessia,ePHEDrine HCl,,Ephedrine Hcl,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Primatene,,Primatene,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Asthma Relief,,Asthma Relief,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Bronkaid Max,,Bronkaid Max,Asthma
683eab51c1adc57577caa652,Asthma,accessia,CVS Asthma Relief,,Cvs Asthma Relief,Asthma
683eab51c1adc57577caa652,Asthma,accessia,ePHEDrine Sulfate,,Ephedrine Sulfate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,EPINEPHrine,,Epinephrine,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Primatene Mist,,Primatene Mist,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Asthmanefrin Refill,,Asthmanefrin Refill,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Racepinephrine HCl,,Racepinephrine Hcl,Asthma
683eab51c1adc57577caa652,Asthma,accessia,S2,Racepinephrine,S2,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Breyna,,Breyna,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Budesonide-Formoterol Fumarate,,Budesonide Formoterol Fumarate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Symbicort,,Symbicort,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Advair Diskus,,Advair Diskus,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Advair HFA,,Advair Hfa,Asthma
683eab51c1adc57577caa652,Asthma,accessia,AirDuo RespiClick 113/14,,Airduo Respiclick 113/14,Asthma
683eab51c1adc57577caa652,Asthma,accessia,AirDuo RespiClick 232/14,,Airduo Respiclick 232/14,Asthma
683eab51c1adc57577caa652,Asthma,accessia,AirDuo RespiClick 55/14,,Airduo Respiclick 55/14,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone-Salmeterol,,Fluticasone Salmeterol,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Wixela Inhub,,Wixela Inhub,Asthma
683eab51c1adc57577caa652,Asthma,accessia,AirDuo Digihaler,,Airduo Digihaler,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone-Salmeterol,sensor,Fluticasone Salmeterol,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Breo Ellipta,,Breo Ellipta,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Furoate-Vilanterol,,Fluticasone Furoate Vilanterol,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Dulera,,Dulera,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Mometasone Furo-Formoterol Fum,,Mometasone Furo Formoterol Fum,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone-Umeclidin-Vilant,,Fluticasone Umeclidin Vilant,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Trelegy Ellipta,,Trelegy Ellipta,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Aminophylline Anhydrous,,Aminophylline Anhydrous,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Aminophylline,,Aminophylline,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Theophylline-Ethylenediamine,,Theophylline Ethylenediamine,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Elixophyllin,,Elixophyllin,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Theo-24,,Theo 24,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Theophylline ER,,Theophylline Er,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Theophylline,,Theophylline,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Beclomethasone Diprop HFA,,Beclomethasone Diprop Hfa,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Qvar RediHaler,,Qvar Redihaler,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Budesonide,,Budesonide,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Pulmicort Flexhaler,,Pulmicort Flexhaler,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Pulmicort,,Pulmicort,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Alvesco,,Alvesco,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Ciclesonide,,Ciclesonide,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Flunisolide,,Flunisolide,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Arnuity Ellipta,,Arnuity Ellipta,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Furoate,,Fluticasone Furoate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Flovent Diskus,,Flovent Diskus,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Propionate,Inhal,Fluticasone Propionate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Propionate Diskus,,Fluticasone Propionate Diskus,Asthma
683eab51c1adc57577caa652,Asthma,accessia,ArmonAir Digihaler,,Armonair Digihaler,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Propionate,sensor,Fluticasone Propionate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Flovent HFA,,Flovent Hfa,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fluticasone Propionate HFA,,Fluticasone Propionate Hfa,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Asmanex,120 Metered Doses,Asmanex,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Asmanex,14 Metered Doses,Asmanex,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Asmanex,30 Metered Doses,Asmanex,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Asmanex,60 Metered Doses,Asmanex,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Asmanex,7 Metered Doses,Asmanex,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Asmanex HFA,,Asmanex Hfa,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Mometasone Furoate,,Mometasone Furoate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Zileuton ER,,Zileuton Er,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Zileuton,,Zileuton,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Zyflo,,Zyflo,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Montelukast Sodium,,Montelukast Sodium,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Singulair,,Singulair,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Accolate,,Accolate,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Zafirlukast,,Zafirlukast,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Omalizumab,,Omalizumab,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Xolair,,Xolair,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Benralizumab,,Benralizumab,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fasenra Pen,,Fasenra Pen,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Fasenra,,Fasenra,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Mepolizumab,,Mepolizumab,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Nucala,,Nucala,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Cinqair,,Cinqair,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Reslizumab,,Reslizumab,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Tezepelumab-ekko,,Tezepelumab Ekko,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Tezspire,,Tezspire,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Dupilumab,,Dupilumab,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Dupixent,,Dupixent,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Airsupra,,Airsupra,Asthma
683eab51c1adc57577caa652,Asthma,accessia,Albuterol-Budesonide,,Albuterol Budesonide,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Cortisone Acetate,,Cortisone Acetate,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Decadron,,Decadron,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Dexabliss,,Dexabliss,Asthma
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Intensol,,Dexamethasone Intensol,Asthma
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone,,Dexamethasone,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Dxevo 11-Day,,Dxevo 11 Day,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Hemady,,Hemady,Asthma
683eab51c1adc57577caa653,Asthma,accessia,HiDex 6-Day,,Hidex 6 Day,Asthma
683eab51c1adc57577caa653,Asthma,accessia,TaperDex 12-Day,,Taperdex 12 Day,Asthma
683eab51c1adc57577caa653,Asthma,accessia,TaperDex 6-Day,,Taperdex 6 Day,Asthma
683eab51c1adc57577caa653,Asthma,accessia,TaperDex 7-Day,,Taperdex 7 Day,Asthma
683eab51c1adc57577caa653,Asthma,accessia,ZCORT 7-Day,,Zcort 7 Day,Asthma
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone,LA,Dexamethasone,Asthma
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Acetate,,Dexamethasone Acetate,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Active Injection D,,Active Injection D,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Dexameth Sod Phos,PF,Dexameth Sod Phos,Asthma
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Sod Phos,PF,Dexamethasone Sod Phos,Asthma
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Sod Phos +RFID,,Dexamethasone Sod Phos +Rfid,Asthma
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Sod Phosphate PF,,Dexamethasone Sod Phosphate Pf,Asthma
683eab51c1adc57577caa653,Asthma,accessia,dexAMETHasone Sodium Phosphate,,Dexamethasone Sodium Phosphate,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Dexonto 0.4%,,Dexonto 0.4%,Asthma
683eab51c1adc57577caa653,Asthma,accessia,DoubleDex,,Doubledex,Asthma
683eab51c1adc57577caa653,Asthma,accessia,MAS Care-Pak,,Mas Care Pak,Asthma
683eab51c1adc57577caa653,Asthma,accessia,ReadySharp dexAMETHasone,,Readysharp Dexamethasone,Asthma
683eab51c1adc57577caa653,Asthma,accessia,TopiDex,,Topidex,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Alkindi Sprinkle,,Alkindi Sprinkle,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Cortef,,Cortef,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Hydrocortisone,,Hydrocortisone,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Khindivi,,Khindivi,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Hydrocortisone Sod Suc,PF,Hydrocortisone Sod Suc,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Solu-CORTEF,,Solu Cortef,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Medrol,,Medrol,Asthma
683eab51c1adc57577caa653,Asthma,accessia,methylPREDNISolone,,Methylprednisolone,Asthma
683eab51c1adc57577caa653,Asthma,accessia,DEPO-Medrol,,Depo Medrol,Asthma
683eab51c1adc57577caa653,Asthma,accessia,methylPREDNISolone Acetate,,Methylprednisolone Acetate,Asthma
683eab51c1adc57577caa653,Asthma,accessia,methylPREDNISolone Na Suc,PF,Methylprednisolone Na Suc,Asthma
683eab51c1adc57577caa653,Asthma,accessia,methylPREDNISolone Sodium Succ,,Methylprednisolone Sodium Succ,Asthma
683eab51c1adc57577caa653,Asthma,accessia,SOLU-Medrol,PF,Solu Medrol,Asthma
683eab51c1adc57577caa653,Asthma,accessia,SOLU-Medrol,,Solu Medrol,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Millipred,,Millipred,Asthma
683eab51c1adc57577caa653,Asthma,accessia,prednisoLONE Anhydrous,,Prednisolone Anhydrous,Asthma
683eab51c1adc57577caa653,Asthma,accessia,prednisoLONE,,Prednisolone,Asthma
683eab51c1adc57577caa653,Asthma,accessia,prednisoLONE Acetate,,Prednisolone Acetate,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Orapred ODT,,Orapred Odt,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Pediapred,,Pediapred,Asthma
683eab51c1adc57577caa653,Asthma,accessia,prednisoLONE Sodium Phosphate,,Prednisolone Sodium Phosphate,Asthma
683eab51c1adc57577caa653,Asthma,accessia,predniSONE Intensol,,Prednisone Intensol,Asthma
683eab51c1adc57577caa653,Asthma,accessia,predniSONE,,Prednisone,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Rayos,,Rayos,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Kenalog-10,,Kenalog 10,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Kenalog-40,,Kenalog 40,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Kenalog-80,,Kenalog 80,Asthma
683eab51c1adc57577caa653,Asthma,accessia,P-Care K40,,P Care K40,Asthma
683eab51c1adc57577caa653,Asthma,accessia,P-Care K80,,P Care K80,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Pod-Care 100K,,Pod Care 100K,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Pro-C-Dure 5,,Pro C Dure 5,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Pro-C-Dure 6,,Pro C Dure 6,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Triamcinolone Acetonide,,Triamcinolone Acetonide,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Zilretta,,Zilretta,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Triamcinolone Diacetate,,Triamcinolone Diacetate,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Beta 1 Kit,,Beta 1 Kit,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Betamethasone Combo,,Betamethasone Combo,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Betamethasone Sod Phos & Acet,,Betamethasone Sod Phos & Acet,Asthma
683eab51c1adc57577caa653,Asthma,accessia,BSP 0820,,Bsp 0820,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Celestone Soluspan,,Celestone Soluspan,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Pod-Care 100C,,Pod Care 100C,Asthma
683eab51c1adc57577caa653,Asthma,accessia,ReadySharp Betamethasone,,Readysharp Betamethasone,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Akovaz,,Akovaz,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Emerphed,,Emerphed,Asthma
683eab51c1adc57577caa653,Asthma,accessia,ePHEDrine Sulfate,Pressors,Ephedrine Sulfate,Asthma
683eab51c1adc57577caa653,Asthma,accessia,EPINEPHrine PF,,Epinephrine Pf,Asthma
683eab51c1adc57577caa653,Asthma,accessia,EPINEPHrine,,Epinephrine,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Acetylcysteine,,Acetylcysteine,Asthma
683eab51c1adc57577caa653,Asthma,accessia,N-Acetyl-L-Cysteine,,N Acetyl L Cysteine,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Bronchial Asthma Relief,,Bronchial Asthma Relief,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Bronkaid,,Bronkaid,Asthma
683eab51c1adc57577caa653,Asthma,accessia,ePHEDrine-guaiFENesin,,Ephedrine Guaifenesin,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Primatene Asthma,,Primatene Asthma,Asthma
683eab51c1adc57577caa653,Asthma,accessia,SB Bronchial,,Sb Bronchial,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Spiriva HandiHaler,,Spiriva Handihaler,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Spiriva Respimat,,Spiriva Respimat,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Tiotropium Bromide Monohydrate,,Tiotropium Bromide Monohydrate,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Cromolyn Sodium,,Cromolyn Sodium,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Albuterol Sulfate ER,,Albuterol Sulfate Er,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Albuterol Sulfate HFA,,Albuterol Sulfate Hfa,Asthma
683eab51c1adc57577caa653,Asthma,accessia,Albuterol Sulfate,,Albuterol Sulfate,Asthma
683eab51c1adc57577caa653,Asthma,accessia,ProAir HFA,,Proair Hfa,Asthma
683eab51c1adc57577caa653,Asthma,accessia,ProAir RespiClick,,Proair Respiclick,Asthma
